signature,class_name,java_class_name,method_name,descriptor,access_flags,is_external,is_project_method,code_size,incoming_project_calls,outgoing_project_calls,outgoing_external_calls,reachable_from_manifest_entry,core_score
Lcom/example/android/architecture/blueprints/todoapp/ComposableSingletons$TodoActivityKt$lambda-2$1;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/ComposableSingletons$TodoActivityKt$lambda-2$1;,com.example.android.architecture.blueprints.todoapp.ComposableSingletons$TodoActivityKt$lambda-2$1,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,14,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/ComposableSingletons$TodoActivityKt$lambda-2$1;-><clinit>()V,Lcom/example/android/architecture/blueprints/todoapp/ComposableSingletons$TodoActivityKt$lambda-2$1;,com.example.android.architecture.blueprints.todoapp.ComposableSingletons$TodoActivityKt$lambda-2$1,<clinit>,()V,static constructor,False,True,19,0,2,0,False,7
Lcom/example/android/architecture/blueprints/todoapp/ComposableSingletons$TodoActivityKt$lambda-2$1;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/ComposableSingletons$TodoActivityKt$lambda-2$1;,com.example.android.architecture.blueprints.todoapp.ComposableSingletons$TodoActivityKt$lambda-2$1,<init>,()V,constructor,False,True,14,1,1,1,False,7
Lcom/example/android/architecture/blueprints/todoapp/ComposableSingletons$TodoActivityKt$lambda-2$1;->invoke(Landroidx/compose/runtime/Composer; I)V,Lcom/example/android/architecture/blueprints/todoapp/ComposableSingletons$TodoActivityKt$lambda-2$1;,com.example.android.architecture.blueprints.todoapp.ComposableSingletons$TodoActivityKt$lambda-2$1,invoke,(Landroidx/compose/runtime/Composer; I)V,public final,False,True,91,1,3,7,False,33
Lcom/example/android/architecture/blueprints/todoapp/ComposableSingletons$TodoActivityKt$lambda-2$1;->invoke(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/ComposableSingletons$TodoActivityKt$lambda-2$1;,com.example.android.architecture.blueprints.todoapp.ComposableSingletons$TodoActivityKt$lambda-2$1,invoke,(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,public bridge synthetic,False,True,27,0,2,1,False,20
Lcom/example/android/architecture/blueprints/todoapp/ComposableSingletons$TodoActivityKt;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/ComposableSingletons$TodoActivityKt;,com.example.android.architecture.blueprints.todoapp.ComposableSingletons$TodoActivityKt,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,13,1,0,1,True,12
Lcom/example/android/architecture/blueprints/todoapp/ComposableSingletons$TodoActivityKt;-><clinit>()V,Lcom/example/android/architecture/blueprints/todoapp/ComposableSingletons$TodoActivityKt;,com.example.android.architecture.blueprints.todoapp.ComposableSingletons$TodoActivityKt,<clinit>,()V,static constructor,False,True,51,0,2,2,False,10
Lcom/example/android/architecture/blueprints/todoapp/ComposableSingletons$TodoActivityKt;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/ComposableSingletons$TodoActivityKt;,com.example.android.architecture.blueprints.todoapp.ComposableSingletons$TodoActivityKt,<init>,()V,public constructor,False,True,14,1,1,1,False,7
Lcom/example/android/architecture/blueprints/todoapp/ComposableSingletons$TodoActivityKt;->getLambda-1$app_debug()Lkotlin/jvm/functions/Function2;,Lcom/example/android/architecture/blueprints/todoapp/ComposableSingletons$TodoActivityKt;,com.example.android.architecture.blueprints.todoapp.ComposableSingletons$TodoActivityKt,getLambda-1$app_debug,()Lkotlin/jvm/functions/Function2;,public final,False,True,12,1,1,0,False,10
Lcom/example/android/architecture/blueprints/todoapp/ComposableSingletons$TodoActivityKt;->getLambda-2$app_debug()Lkotlin/jvm/functions/Function2;,Lcom/example/android/architecture/blueprints/todoapp/ComposableSingletons$TodoActivityKt;,com.example.android.architecture.blueprints.todoapp.ComposableSingletons$TodoActivityKt,getLambda-2$app_debug,()Lkotlin/jvm/functions/Function2;,public final,False,True,13,1,1,0,True,14
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,2,1,0,False,13
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,5,1,0,False,19
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,13,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder;-><init>(Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$SingletonCImpl; Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl; Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC-IA;)V,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder,<init>,(Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$SingletonCImpl; Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl; Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC-IA;)V,synthetic constructor,False,True,4,1,1,0,False,6
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder;-><init>(Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$SingletonCImpl; Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl;)V,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder,<init>,(Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$SingletonCImpl; Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl;)V,private constructor,False,True,18,1,1,1,False,7
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder;->activity(Landroid/app/Activity;)Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder;,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder,activity,(Landroid/app/Activity;)Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder;,public,False,True,18,1,1,1,False,11
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder;->activity(Landroid/app/Activity;)Ldagger/hilt/android/internal/builders/ActivityComponentBuilder;,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder,activity,(Landroid/app/Activity;)Ldagger/hilt/android/internal/builders/ActivityComponentBuilder;,public bridge synthetic,False,True,15,0,2,0,False,11
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder;->build()Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$ActivityC;,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder,build,()Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$ActivityC;,public,False,True,33,1,2,1,False,15
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder;->build()Ldagger/hilt/android/components/ActivityComponent;,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder,build,()Ldagger/hilt/android/components/ActivityComponent;,public bridge synthetic,False,True,15,0,2,0,False,11
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,8,1,0,False,25
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,14,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl;-><init>(Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$SingletonCImpl; Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl; Landroid/app/Activity; Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC-IA;)V,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl,<init>,(Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$SingletonCImpl; Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl; Landroid/app/Activity; Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC-IA;)V,synthetic constructor,False,True,4,1,1,0,False,6
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl;-><init>(Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$SingletonCImpl; Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl; Landroid/app/Activity;)V,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl,<init>,(Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$SingletonCImpl; Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl; Landroid/app/Activity;)V,private constructor,False,True,20,1,2,0,False,9
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl;->fragmentComponentBuilder()Ldagger/hilt/android/internal/builders/FragmentComponentBuilder;,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl,fragmentComponentBuilder,()Ldagger/hilt/android/internal/builders/FragmentComponentBuilder;,public,False,True,23,0,2,0,False,11
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl;->getHiltInternalFactoryFactory()Ldagger/hilt/android/internal/lifecycle/DefaultViewModelFactories$InternalFactoryFactory;,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl,getHiltInternalFactoryFactory,()Ldagger/hilt/android/internal/lifecycle/DefaultViewModelFactories$InternalFactoryFactory;,public,False,True,29,1,3,1,False,17
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl;->getViewModelComponentBuilder()Ldagger/hilt/android/internal/builders/ViewModelComponentBuilder;,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl,getViewModelComponentBuilder,()Ldagger/hilt/android/internal/builders/ViewModelComponentBuilder;,public,False,True,21,0,2,0,False,11
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl;->getViewModelKeys()Ljava/util/Map;,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl,getViewModelKeys,()Ljava/util/Map;,public,False,True,79,1,5,11,False,35
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl;->injectHiltTestActivity(Lcom/example/android/architecture/blueprints/todoapp/HiltTestActivity;)V,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl,injectHiltTestActivity,(Lcom/example/android/architecture/blueprints/todoapp/HiltTestActivity;)V,public,False,True,10,0,1,0,False,8
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl;->injectTodoActivity(Lcom/example/android/architecture/blueprints/todoapp/TodoActivity;)V,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl,injectTodoActivity,(Lcom/example/android/architecture/blueprints/todoapp/TodoActivity;)V,public,False,True,11,0,1,0,False,8
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl;->viewComponentBuilder()Ldagger/hilt/android/internal/builders/ViewComponentBuilder;,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl,viewComponentBuilder,()Ldagger/hilt/android/internal/builders/ViewComponentBuilder;,public,False,True,23,0,2,0,False,11
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,5,1,0,False,19
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,13,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder;-><init>(Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$SingletonCImpl; Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC-IA;)V,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder,<init>,(Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$SingletonCImpl; Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC-IA;)V,synthetic constructor,False,True,4,1,1,0,False,6
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder;-><init>(Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$SingletonCImpl;)V,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder,<init>,(Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$SingletonCImpl;)V,private constructor,False,True,16,1,1,1,False,7
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder;->build()Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$ActivityRetainedC;,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder,build,()Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$ActivityRetainedC;,public,False,True,31,1,2,1,False,14
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder;->build()Ldagger/hilt/android/components/ActivityRetainedComponent;,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder,build,()Ldagger/hilt/android/components/ActivityRetainedComponent;,public bridge synthetic,False,True,15,0,2,0,False,11
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder;->savedStateHandleHolder(Ldagger/hilt/android/internal/managers/SavedStateHandleHolder;)Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder;,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder,savedStateHandleHolder,(Ldagger/hilt/android/internal/managers/SavedStateHandleHolder;)Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder;,public,False,True,18,1,1,1,False,11
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder;->savedStateHandleHolder(Ldagger/hilt/android/internal/managers/SavedStateHandleHolder;)Ldagger/hilt/android/internal/builders/ActivityRetainedComponentBuilder;,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCBuilder,savedStateHandleHolder,(Ldagger/hilt/android/internal/managers/SavedStateHandleHolder;)Ldagger/hilt/android/internal/builders/ActivityRetainedComponentBuilder;,public bridge synthetic,False,True,15,0,2,0,False,11
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,4,1,0,False,17
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl$SwitchingProvider$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl$SwitchingProvider$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl$SwitchingProvider$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,2,1,0,False,13
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl$SwitchingProvider;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl$SwitchingProvider;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl$SwitchingProvider,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,13,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl$SwitchingProvider;-><init>(Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$SingletonCImpl; Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl; I)V,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl$SwitchingProvider;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl$SwitchingProvider,<init>,(Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$SingletonCImpl; Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl; I)V,constructor,False,True,20,1,1,1,False,7
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl$SwitchingProvider;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl$SwitchingProvider;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl$SwitchingProvider,get,()Ljava/lang/Object;,public,False,True,36,0,1,2,False,11
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,13,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl;-><init>(Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$SingletonCImpl; Ldagger/hilt/android/internal/managers/SavedStateHandleHolder; Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC-IA;)V,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl,<init>,(Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$SingletonCImpl; Ldagger/hilt/android/internal/managers/SavedStateHandleHolder; Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC-IA;)V,synthetic constructor,False,True,4,1,1,0,False,6
Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl;-><init>(Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$SingletonCImpl; Ldagger/hilt/android/internal/managers/SavedStateHandleHolder;)V,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl;,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl,<init>,(Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$SingletonCImpl; Ldagger/hilt/android/internal/managers/SavedStateHandleHolder;)V,private constructor,False,True,23,1,3,0,False,12
