class_name,java_class_name,method_count,total_code_size,incoming_project_calls,outgoing_project_calls,outgoing_external_calls
Lcom/example/android/architecture/blueprints/todoapp/data/source/network/TaskNetworkDataSourceKt;,com.example.android.architecture.blueprints.todoapp.data.source.network.TaskNetworkDataSourceKt,1,13,0,0,1
Lcom/example/android/architecture/blueprints/todoapp/data/source/network/TaskNetworkDataSource_Factory$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.data.source.network.TaskNetworkDataSource_Factory$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/data/source/network/TaskNetworkDataSource_Factory$InstanceHolder$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.data.source.network.TaskNetworkDataSource_Factory$InstanceHolder$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/data/source/network/TaskNetworkDataSource_Factory$InstanceHolder;,com.example.android.architecture.blueprints.todoapp.data.source.network.TaskNetworkDataSource_Factory$InstanceHolder,4,47,2,3,2
Lcom/example/android/architecture/blueprints/todoapp/data/source/network/TaskNetworkDataSource_Factory;,com.example.android.architecture.blueprints.todoapp.data.source.network.TaskNetworkDataSource_Factory,6,87,4,9,2
Lcom/example/android/architecture/blueprints/todoapp/data/source/network/TaskStatus$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.data.source.network.TaskStatus$$ExternalSynthetic$Condy0,1,35,6,1,0
Lcom/example/android/architecture/blueprints/todoapp/data/source/network/TaskStatus;,com.example.android.architecture.blueprints.todoapp.data.source.network.TaskStatus,8,149,5,9,5
Lcom/example/android/architecture/blueprints/todoapp/di/CoroutinesModule$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.di.CoroutinesModule$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/di/CoroutinesModule;,com.example.android.architecture.blueprints.todoapp.di.CoroutinesModule,6,109,5,6,8
Lcom/example/android/architecture/blueprints/todoapp/di/CoroutinesModule_ProvidesCoroutineScopeFactory$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.di.CoroutinesModule_ProvidesCoroutineScopeFactory$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/di/CoroutinesModule_ProvidesCoroutineScopeFactory;,com.example.android.architecture.blueprints.todoapp.di.CoroutinesModule_ProvidesCoroutineScopeFactory,6,105,5,9,4
Lcom/example/android/architecture/blueprints/todoapp/di/CoroutinesModule_ProvidesDefaultDispatcherFactory$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.di.CoroutinesModule_ProvidesDefaultDispatcherFactory$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/di/CoroutinesModule_ProvidesDefaultDispatcherFactory$InstanceHolder$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.di.CoroutinesModule_ProvidesDefaultDispatcherFactory$InstanceHolder$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/di/CoroutinesModule_ProvidesDefaultDispatcherFactory$InstanceHolder;,com.example.android.architecture.blueprints.todoapp.di.CoroutinesModule_ProvidesDefaultDispatcherFactory$InstanceHolder,4,47,2,3,2
Lcom/example/android/architecture/blueprints/todoapp/di/CoroutinesModule_ProvidesDefaultDispatcherFactory;,com.example.android.architecture.blueprints.todoapp.di.CoroutinesModule_ProvidesDefaultDispatcherFactory,6,94,6,9,3
Lcom/example/android/architecture/blueprints/todoapp/di/CoroutinesModule_ProvidesIODispatcherFactory$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.di.CoroutinesModule_ProvidesIODispatcherFactory$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/di/CoroutinesModule_ProvidesIODispatcherFactory$InstanceHolder$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.di.CoroutinesModule_ProvidesIODispatcherFactory$InstanceHolder$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/di/CoroutinesModule_ProvidesIODispatcherFactory$InstanceHolder;,com.example.android.architecture.blueprints.todoapp.di.CoroutinesModule_ProvidesIODispatcherFactory$InstanceHolder,4,47,2,3,2
Lcom/example/android/architecture/blueprints/todoapp/di/CoroutinesModule_ProvidesIODispatcherFactory;,com.example.android.architecture.blueprints.todoapp.di.CoroutinesModule_ProvidesIODispatcherFactory,6,94,4,9,3
Lcom/example/android/architecture/blueprints/todoapp/di/DataSourceModule$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.di.DataSourceModule$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/di/DataSourceModule;,com.example.android.architecture.blueprints.todoapp.di.DataSourceModule,4,37,1,2,2
Lcom/example/android/architecture/blueprints/todoapp/di/DatabaseModule$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.di.DatabaseModule$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/di/DatabaseModule;,com.example.android.architecture.blueprints.todoapp.di.DatabaseModule,5,116,4,6,8
Lcom/example/android/architecture/blueprints/todoapp/di/DatabaseModule_ProvideDataBaseFactory$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.di.DatabaseModule_ProvideDataBaseFactory$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/di/DatabaseModule_ProvideDataBaseFactory;,com.example.android.architecture.blueprints.todoapp.di.DatabaseModule_ProvideDataBaseFactory,6,105,5,9,4
Lcom/example/android/architecture/blueprints/todoapp/di/DatabaseModule_ProvideTaskDaoFactory$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.di.DatabaseModule_ProvideTaskDaoFactory$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/di/DatabaseModule_ProvideTaskDaoFactory;,com.example.android.architecture.blueprints.todoapp.di.DatabaseModule_ProvideTaskDaoFactory,6,105,5,9,4
Lcom/example/android/architecture/blueprints/todoapp/di/RepositoryModule$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.di.RepositoryModule$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/di/RepositoryModule;,com.example.android.architecture.blueprints.todoapp.di.RepositoryModule,4,37,1,2,2
Lcom/example/android/architecture/blueprints/todoapp/statistics/ComposableSingletons$StatisticsScreenKt$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.ComposableSingletons$StatisticsScreenKt$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/ComposableSingletons$StatisticsScreenKt$lambda-1$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.ComposableSingletons$StatisticsScreenKt$lambda-1$1$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/ComposableSingletons$StatisticsScreenKt$lambda-1$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.statistics.ComposableSingletons$StatisticsScreenKt$lambda-1$1$$ExternalSyntheticLambda1,2,9,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/statistics/ComposableSingletons$StatisticsScreenKt$lambda-1$1;,com.example.android.architecture.blueprints.todoapp.statistics.ComposableSingletons$StatisticsScreenKt$lambda-1$1,7,275,5,10,16
Lcom/example/android/architecture/blueprints/todoapp/statistics/ComposableSingletons$StatisticsScreenKt$lambda-2$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.ComposableSingletons$StatisticsScreenKt$lambda-2$1$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/ComposableSingletons$StatisticsScreenKt$lambda-2$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.statistics.ComposableSingletons$StatisticsScreenKt$lambda-2$1$$ExternalSyntheticLambda1,2,9,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/statistics/ComposableSingletons$StatisticsScreenKt$lambda-2$1;,com.example.android.architecture.blueprints.todoapp.statistics.ComposableSingletons$StatisticsScreenKt$lambda-2$1,7,260,5,10,16
Lcom/example/android/architecture/blueprints/todoapp/statistics/ComposableSingletons$StatisticsScreenKt;,com.example.android.architecture.blueprints.todoapp.statistics.ComposableSingletons$StatisticsScreenKt,5,103,4,5,4
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsScreenKt$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsScreenKt$$ExternalSynthetic$Condy0,1,35,9,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsScreenKt$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsScreenKt$$ExternalSyntheticLambda1,2,21,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsScreenKt$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsScreenKt$$ExternalSyntheticLambda2,2,42,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsScreenKt$$ExternalSyntheticLambda3;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsScreenKt$$ExternalSyntheticLambda3,2,21,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsScreenKt$$ExternalSyntheticLambda4;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsScreenKt$$ExternalSyntheticLambda4,2,50,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsScreenKt$StatisticsContent$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsScreenKt$StatisticsContent$1$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsScreenKt$StatisticsContent$1;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsScreenKt$StatisticsContent$1,4,198,3,4,12
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsScreenKt$StatisticsContent$2$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsScreenKt$StatisticsContent$2$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsScreenKt$StatisticsContent$2;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsScreenKt$StatisticsContent$2,4,757,3,4,62
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsScreenKt$StatisticsScreen$2$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsScreenKt$StatisticsScreen$2$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsScreenKt$StatisticsScreen$2;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsScreenKt$StatisticsScreen$2,4,145,3,5,10
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsScreenKt$StatisticsScreen$3$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsScreenKt$StatisticsScreen$3$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsScreenKt$StatisticsScreen$3;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsScreenKt$StatisticsScreen$3,4,150,3,4,11
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsScreenKt$StatisticsScreen$4$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsScreenKt$StatisticsScreen$4$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsScreenKt$StatisticsScreen$4$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsScreenKt$StatisticsScreen$4$$ExternalSyntheticLambda1,2,13,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsScreenKt$StatisticsScreen$4;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsScreenKt$StatisticsScreen$4,7,425,9,19,22
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsScreenKt;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsScreenKt,14,1752,18,30,92
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsUiState$$ExternalSynthetic$Condy1;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsUiState$$ExternalSynthetic$Condy1,1,35,17,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsUiState$$ExternalSyntheticBackport0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsUiState$$ExternalSyntheticBackport0,1,8,2,0,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsUiState;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsUiState,18,544,13,23,17
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsUtilsKt$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsUtilsKt$$ExternalSynthetic$Condy0,1,35,1,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsUtilsKt;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsUtilsKt,2,199,2,4,11
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel$$ExternalSynthetic$Condy0,1,35,7,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel$refresh$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel$refresh$1$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel$refresh$1;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel$refresh$1,6,182,6,11,6
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel$special$$inlined$map$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel$special$$inlined$map$1$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel$special$$inlined$map$1$2$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel$special$$inlined$map$1$2$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel$special$$inlined$map$1$2$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel$special$$inlined$map$1$2$1$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel$special$$inlined$map$1$2$1;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel$special$$inlined$map$1$2$1,3,58,2,3,2
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel$special$$inlined$map$1$2;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel$special$$inlined$map$1$2,3,162,3,4,7
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel$special$$inlined$map$1;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel$special$$inlined$map$1,3,74,2,3,4
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel$special$$inlined$map$2$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel$special$$inlined$map$2$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel$special$$inlined$map$2$2$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel$special$$inlined$map$2$2$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel$special$$inlined$map$2$2$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel$special$$inlined$map$2$2$1$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel$special$$inlined$map$2$2$1;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel$special$$inlined$map$2$2$1,3,58,2,3,2
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel$special$$inlined$map$2$2;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel$special$$inlined$map$2$2,3,164,3,4,7
