id,name,class,package,path,source_set
com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt.AddEditTaskScreen,AddEditTaskScreen,AddEditTaskScreenKt,com.example.android.architecture.blueprints.todoapp.addedittask,app/src/main/java/com/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreen.kt,app_main
com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt.AddEditTaskContent,AddEditTaskContent,AddEditTaskScreenKt,com.example.android.architecture.blueprints.todoapp.addedittask,app/src/main/java/com/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreen.kt,app_main
com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState.saveTask,saveTask,AddEditTaskUiState,com.example.android.architecture.blueprints.todoapp.addedittask,app/src/main/java/com/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel.kt,app_main
com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState.snackbarMessageShown,snackbarMessageShown,AddEditTaskUiState,com.example.android.architecture.blueprints.todoapp.addedittask,app/src/main/java/com/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel.kt,app_main
com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState.updateTitle,updateTitle,AddEditTaskUiState,com.example.android.architecture.blueprints.todoapp.addedittask,app/src/main/java/com/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel.kt,app_main
com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState.updateDescription,updateDescription,AddEditTaskUiState,com.example.android.architecture.blueprints.todoapp.addedittask,app/src/main/java/com/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel.kt,app_main
com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState.createNewTask,createNewTask,AddEditTaskUiState,com.example.android.architecture.blueprints.todoapp.addedittask,app/src/main/java/com/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel.kt,app_main
com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState.updateTask,updateTask,AddEditTaskUiState,com.example.android.architecture.blueprints.todoapp.addedittask,app/src/main/java/com/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel.kt,app_main
com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState.loadTask,loadTask,AddEditTaskUiState,com.example.android.architecture.blueprints.todoapp.addedittask,app/src/main/java/com/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepository.createTask,createTask,DefaultTaskRepository,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/DefaultTaskRepository.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepository.updateTask,updateTask,DefaultTaskRepository,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/DefaultTaskRepository.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepository.getTasks,getTasks,DefaultTaskRepository,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/DefaultTaskRepository.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepository.getTasksStream,getTasksStream,DefaultTaskRepository,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/DefaultTaskRepository.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepository.refreshTask,refreshTask,DefaultTaskRepository,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/DefaultTaskRepository.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepository.getTaskStream,getTaskStream,DefaultTaskRepository,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/DefaultTaskRepository.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepository.getTask,getTask,DefaultTaskRepository,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/DefaultTaskRepository.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepository.completeTask,completeTask,DefaultTaskRepository,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/DefaultTaskRepository.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepository.activateTask,activateTask,DefaultTaskRepository,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/DefaultTaskRepository.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepository.clearCompletedTasks,clearCompletedTasks,DefaultTaskRepository,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/DefaultTaskRepository.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepository.deleteAllTasks,deleteAllTasks,DefaultTaskRepository,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/DefaultTaskRepository.kt,app_main
