caller,callee,weight
com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt.AppModalDrawer,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt.PreviewAppDrawer,1
com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt.TasksTopAppBar,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt.AddEditTaskTopAppBar,2
com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt.TasksTopAppBar,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt.AddEditTaskTopAppBarPreview,1
com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt.TasksTopAppBar,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt.FilterTasksMenu,2
com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt.TasksTopAppBar,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt.MoreTasksMenu,2
com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt.TasksTopAppBar,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt.StatisticsTopAppBar,1
com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt.TasksTopAppBar,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt.StatisticsTopAppBarPreview,1
com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt.TasksTopAppBar,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt.TaskDetailTopAppBar,2
com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt.TasksTopAppBar,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt.TaskDetailTopAppBarPreview,1
com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt.TasksTopAppBar,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt.TasksTopAppBarPreview,1
com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt.TasksTopAppBar,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt.TopAppBarDropdownMenu,3
